特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
15827,23081,839,9,7636,17002
26660,11116,747,2,3941,6444
26957,8050,720,2,-1594,17584
12031,-11732,723,11,-7365,-1529
-10025,10905,741,14,-9615,2555
24048,-2926,740,3,-2235,19747
-171,24324,738,13,-8908,-131
22233,-556,712,6,-2809,5824
-893,2678,722,14,-893,2678
13381,22036,848,10,9123,18597
28044,2918,706,10,-1149,-9928
27850,12091,718,2,-4957,-4236
-5531,18485,744,14,-7967,13095
28379,2221,729,4,-10083,30
28552,10528,741,2,-8370,6215
-1727,542,740,5,-3879,12474
26343,892,826,2,6688,-4122
25080,7349,703,6,13377,-1007
-1180,20733,718,14,-1180,20733
-2192,19789,712,13,-5051,3698
27570,-1658,733,6,-11294,2723
-617,20602,846,8,-6668,10272
2206,23178,847,10,-6810,1947
17599,24957,843,14,-9662,4621
15086,-13814,724,11,-8719,-5697
16841,22391,745,12,16841,22391
28948,7397,709,8,6296,-14934
6532,6597,742,6,6204,19734
15065,2864,746,1,7539,20872
9997,-13281,705,12,1620,-12460
24793,7228,704,10,11804,-361
15259,21929,842,10,12181,20033
14346,22108,723,11,15065,22560
26023,-3958,707,9,6195,-14182
18019,-9514,712,11,-1186,-8153
18381,24677,828,15,8325,-14534
17002,-6734,705,5,-361,-3972
20048,22711,847,15,7172,8276
10954,-6994,740,10,-1565,19158
18778,23296,843,12,7858,20222
28378,5570,714,8,-2676,-8208
20848,2541,736,1,3362,17581
27501,13705,710,2,12674,-13454
5865,-1812,717,9,-2056,12005
-3074,11786,719,12,-2357,15695
28670,7186,724,1,-9673,4237
-599,-6538,837,3,-599,-6538
6385,23968,722,15,-315,17299
22075,20801,840,12,20351,20504
15233,25509,849,5,-7395,11977
18253,20793,835,7,15307,16743
2638,18849,732,14,2638,18849
-1432,1453,710,7,-4186,13206
-9459,8660,847,3,-9459,8660
10859,-12532,738,9,-8770,711
18565,472,710,7,10944,-426
27606,13269,707,2,6283,-13915
19536,20447,824,1,19761,20588
19129,-3395,728,6,-3123,13319
14461,24264,844,7,1286,3073
29186,6908,727,8,-468,-12965
5496,3766,736,6,4363,19827
9471,20205,707,9,11101,22164
28270,4460,720,8,-6766,-3364
22957,-1427,733,10,-3920,10405
11144,11154,827,0,13332,20413
12511,-2672,740,8,2707,20476
8424,17512,707,6,11101,22164
12611,-374,742,5,5159,3415
-7038,6314,728,7,-3754,18737
8776,23022,731,13,5019,19360
28844,1973,732,8,-12643,6407
12356,24109,847,4,7566,22607
24287,1260,704,6,-956,-181
7255,22237,841,6,331,10039
10009,20588,838,8,7573,17975
13858,24284,843,9,476,11022
646,22368,843,4,-8074,7079
12524,2399,722,10,4022,17091
22953,-8250,719,9,-4524,-9569
8748,22464,848,8,4950,19839
21781,-6584,847,2,-4956,11503
3587,15591,707,7,5158,19571
90,121,846,1,-2783,8475
3375,-7243,842,1,-3965,552
-1169,17296,748,14,-2480,13184
8879,19824,704,12,9293,20565
1019,-956,737,7,-2693,6528
27055,4656,718,1,-5700,12835
27794,13125,725,0,-5692,-4096
2064,20615,704,15,-832,8961
20008,23600,838,15,-4615,9550
19217,23660,829,15,646,5918
-5606,10715,825,8,-2647,-3793
12672,10544,835,2,12564,17956
25357,6688,746,3,4112,6143
-487,22899,727,13,-8118,7759
28740,4434,719,8,-7953,-5246
5455,20763,826,6,1102,7081
29423,4495,737,3,-11697,2345
10522,23860,723,15,6670,21280
25412,3551,727,1,-1292,16443
11081,23403,703,15,8607,21543
27438,5887,713,8,688,-5107
-1667,23337,727,15,-9156,626
7719,815,707,9,410,11027
3287,16390,848,3,3287,16390
17202,24750,843,14,-4322,1087
21396,2694,747,6,4788,5998
28988,5249,727,4,-2061,-10964
27362,14059,708,0,5732,-14500
4655,-381,828,1,756,5413
15331,-6797,732,10,-1966,19388
20168,23543,846,13,-5117,10821
19281,23583,831,14,9512,23105
-6120,6695,740,11,-4156,16339
18096,21482,835,9,14402,18798
24261,-1053,717,4,-6047,9736
26776,95,706,6,-6240,-4091
20826,22416,843,15,10025,18575
3697,13951,736,9,5558,19471
15993,-10558,826,1,6650,-10858
-7363,-6552,723,14,-7363,-6552
1113,22390,727,13,-5168,9868
15992,23232,838,9,7573,17975
-1428,4647,710,12,-2843,8976
28434,6243,721,1,-9544,8696
-2878,11275,722,14,-2878,11275
-1692,22471,707,13,-8748,8127
-1933,11841,734,12,-1933,11841
28002,13156,726,2,727,-13238
7989,5940,747,4,7195,20481
2023,20048,708,13,-631,10444
21820,19494,842,2,22277,19789
18326,23271,831,13,8803,4134
22941,-1145,741,4,-3221,9613
-8087,13170,837,4,120,-11723
18068,21486,845,4,16753,21019
26868,6387,832,0,13708,280
24090,-1894,734,4,-5795,7897
27326,8205,741,2,-1631,15348
17056,20420,848,4,15687,19352
7171,5508,705,6,4827,19251
8211,-2645,744,9,-649,7683
5348,-13786,708,14,5348,-13786
20039,-6861,843,2,-3758,12844
16112,4852,740,1,8253,19678
7738,25760,740,13,-1939,20030
22209,3655,722,8,1935,10080
3421,-1145,735,11,-1411,6649
27249,6969,717,3,-2089,725
5710,14125,739,10,9744,22170
27939,7719,720,1,-5788,1988
11895,20375,735,6,14178,22482
19592,23899,839,15,-3027,-1840
28714,6533,705,4,7455,-14401
55,14455,843,1,2832,19392
28617,7817,726,1,-8554,2007
7876,24009,829,6,-1538,14903
10281,19047,841,10,7992,11696
25883,8212,723,2,916,16277
10704,19859,714,6,13151,22596
28690,3081,725,6,-1352,-10885
29185,8485,740,1,-5373,-7402
5600,22579,723,13,916,16277
11232,292,728,4,3838,19932
21681,1988,731,6,1739,7560
22300,16798,847,2,22121,17433
3570,21508,748,12,3570,21508
22607,20242,836,7,21915,19958
10662,7073,832,2,9826,18170
26876,8911,714,2,-2264,14232
25073,10264,718,1,8902,4582
24350,-596,720,10,-5108,5356
844,9241,713,13,9994,-153
26310,-1611,743,4,-8580,6580
1182,11606,726,5,3426,19532
18399,23762,846,12,4382,19368
20908,21328,827,13,17138,19098
27410,-1005,741,4,-9927,3193
20149,-3360,744,10,-2949,11284
1750,25725,744,13,-11410,4613
5354,15266,844,1,6859,18438
-4029,-9731,729,12,-10589,-1725
27191,105,742,8,-8977,6898
4660,21971,843,10,-2115,6972
19374,-6492,704,7,5937,-8099
16499,14639,714,0,14292,20052
6250,23375,748,15,-679,9528
7756,22977,836,8,3457,20203
10816,19018,706,8,13234,22459
10187,-4895,834,1,3726,-1275
-10038,-2666,728,14,-10038,-2666
2538,21417,733,15,-1514,6858
28716,9796,716,1,-1915,-11632
12966,-13686,731,5,-10908,768
28536,8278,712,3,-1178,-9351
28759,9218,723,3,1834,-11988
-561,11911,711,14,-561,11911
27145,-386,826,2,3295,-6379
15842,23838,845,7,2409,11028
27497,13140,705,2,5744,-13086
20813,22934,843,15,6045,20545
18754,23837,847,7,8229,23453
3084,6633,709,7,1492,13551
17235,148,715,8,1256,16682
24444,1439,721,8,-3831,9521
27079,7701,743,0,2206,20597
28355,11975,727,2,-9554,-3284
23713,-869,724,8,-4219,14148
745,-95,731,5,-2562,14751
151,19649,708,13,-2265,7559
12178,14385,726,0,14745,22559
16565,15708,833,0,17555,19195
19123,22181,838,12,12916,19159
26907,2517,738,3,-5503,10613
5692,-1079,718,9,-1493,12643
28774,6997,714,4,8588,-13813
18528,23100,832,15,11016,3713
26422,6781,728,3,-14,5024
17883,24706,844,14,-8022,7935
16963,-10565,721,5,-6083,-4561
28079,10738,703,1,7921,-12719
-1578,-6338,740,11,-7645,6396
-972,17953,725,14,-972,17953
9834,18331,720,6,12566,22241
-7297,6944,717,12,-7031,12786
19470,23055,842,13,5328,7080
28138,9547,727,2,-5792,14742
21200,19830,840,11,20243,18707
-7952,11104,737,14,-7492,3955
16954,22281,848,14,11360,6880
20068,23709,849,13,-6992,-833
-962,24201,731,15,-10402,1981
-3358,19796,844,4,-7604,-2092
28655,8646,741,2,-6132,16583
-5777,-2484,827,8,8778,-13066
16146,23828,849,5,3583,15516
-280,-760,723,12,-3529,4274
2530,26158,747,13,-12062,6685
-791,20912,725,15,-3543,1864
1764,25133,743,13,-9869,4403
26981,12970,712,0,-266,-1954
18007,-5024,730,10,-2682,16812
15667,24632,848,5,-1399,14335
6567,13534,829,6,11531,3244
25001,7255,720,1,1948,9362
21076,19804,839,5,20167,18707
24852,-3711,845,2,-4318,3728
-3034,22681,731,13,-10364,1748
-2312,18574,705,15,-1294,323
28799,2684,717,6,-1790,-11929
20053,23475,836,15,761,15999
-5086,3846,725,7,-4097,16541
28797,1796,735,10,-1014,-11398
3352,2307,711,11,-493,11698
149,10457,711,15,10814,-663
9024,15631,730,6,11405,21537
28676,9875,739,2,-8942,9371
15212,23513,836,9,5411,16420
16511,20370,746,14,16433,20138
-8646,-5870,729,12,-12630,3423
14547,-9998,747,10,-3842,19432
-508,21273,744,12,-508,21273
27843,8079,748,0,974,21490
9411,2355,846,1,6217,6142
14947,1309,746,10,3529,14565
22621,20750,835,15,20599,20353
18226,22717,824,14,10064,17383
20072,-11882,729,9,-11122,-3277
1577,19397,834,4,-2537,6102
-1867,-7252,840,1,-8279,3703
20883,22494,844,15,8186,18260
18950,22379,831,14,11972,18491
-5698,-9071,725,12,-11627,-671
-7708,5619,727,11,-3541,19636
25775,-2790,737,4,-9159,7737
-3175,15067,843,8,-4247,1298
23311,20270,847,15,22057,19951
14116,23133,842,7,6673,4922
20812,21269,838,11,18703,20543
-511,25162,743,15,-6482,-8195
-4762,12619,843,8,-3615,-2705
6224,24856,740,15,-3879,12474
19602,22763,828,13,8469,15797
-341,8566,833,1,133,14707
24035,5271,722,10,6503,2165
15021,123,843,1,10747,1479
24663,6072,718,10,8437,518
14869,21507,747,6,16443,22507
11451,26211,845,9,-5960,-5984
19467,-11516,721,5,-6754,-8368
2835,25295,743,13,-9035,7729
9902,-12010,729,9,-9708,8566
21628,-8061,705,11,3893,-12087
28828,9949,729,1,-3082,-9977
25268,-4435,840,2,-6033,3207
23176,20375,845,13,21895,20074
9036,22379,847,4,3514,17481
29032,4371,720,8,-9354,-5558
12194,18710,731,1,15248,22562
8601,-9739,726,5,-7550,5373
11845,20811,740,10,14499,22816
14638,24944,847,5,-3357,8746
16249,16483,827,2,17138,19098
26687,10334,705,1,7584,-3563
3071,-746,736,11,-1469,7162
11880,26240,841,5,-3177,-9204
26583,12033,734,2,7222,1836
26586,13057,705,0,2317,-2388
21955,-6292,745,6,-7755,10159
1590,15053,740,7,3152,18549
13834,25404,848,5,-5287,1014
-3438,18763,713,13,-4334,785
22844,-2677,728,10,-5548,10928
15450,23825,845,11,2409,11028
28748,4207,718,4,-4479,-9374
-2091,16413,845,8,-4318,3728
28802,3125,728,10,-4211,-9150
5948,2946,744,11,2499,8820
11800,15920,828,2,14732,20594
19168,23935,833,15,-328,-2924
27316,14240,717,0,8274,-13459
7889,1392,741,5,2619,7747
15237,-13021,731,7,-6000,-7274
26774,-2027,707,5,15109,-12571
19400,23677,844,14,5758,22372
12847,24677,833,5,-868,4287
27020,-2859,737,6,-9001,-2331
18015,18592,735,11,17890,18841
12280,23272,743,13,8855,20645
28466,12060,742,0,-10296,2453
14076,25509,834,7,-5674,3172
2933,12066,712,12,2814,14540
18155,22642,839,11,11732,19778
18656,798,709,11,10258,33
19866,17538,839,2,20167,18707
25777,7444,742,3,5160,3798
20370,23062,846,13,1413,14123
10704,18000,731,8,13823,22408
3825,25562,742,15,-8976,5929
9816,23692,742,13,4511,18977
20144,2249,729,4,2203,12457
26205,9015,737,1,6398,2495
345,21349,734,13,-2320,1193
11975,25643,839,5,-1726,-5344
23651,-2894,709,10,-7699,7328
22260,-431,727,3,508,19704
23843,4947,725,10,5724,2912
23494,7439,703,6,12005,2696
22859,-4640,741,3,-965,21405
20036,23736,840,15,-7110,5374
21352,10236,739,0,10443,17502
-1550,201,740,9,-3373,15030
9935,-10554,710,5,-8023,2285
18506,17496,720,1,17302,18941
22237,18378,848,11,22143,17441
13772,24871,824,5,-1946,11602
-4192,-1258,724,5,-5084,16879
23597,-1449,724,10,-5279,8013
18848,23034,839,15,11787,2338
21574,-9625,728,5,-3385,-10309
15367,22312,743,5,15929,22602
11503,-348,741,11,5395,3141
29668,2470,835,0,-2044,-9341
2858,11132,709,12,2548,13694
3975,12505,834,3,3975,12505
21951,10522,721,0,8978,16603
15116,21927,841,10,12030,19962
16142,505,719,7,8338,1598
29057,5796,712,8,-3339,-12011
28674,8984,705,3,3558,-13623
-8955,-221,738,12,-8955,-221
14807,22122,748,7,15236,22396
3729,11849,726,11,4627,17970
-7245,-2455,742,7,-9104,9471
-2581,19757,707,13,-5424,3606
425,22471,712,15,-5783,6999
720,6066,827,1,313,12404
26190,3377,744,3,-2701,10467
13726,24173,839,9,546,10931
16494,-3154,716,5,2935,-342
14691,-8500,712,5,-4041,-1697
28571,8893,714,1,-5298,-6691
25556,3715,708,6,4237,-3563
18041,24807,824,13,-66,-9886
25976,4948,708,10,6132,-4130
18932,626,712,11,10306,-251
26924,237,740,8,-8178,6309
20829,20307,827,14,19449,18646
26940,-2181,830,2,-2576,-4329
-1282,2613,733,11,-2158,15652
2873,21388,735,14,1293,19362
-1566,21455,704,15,-5890,3637
9296,24771,839,6,-1316,17446
19492,23885,837,15,-2106,-2948
16405,21538,844,6,13787,19802
4239,10742,709,7,4084,16102
22245,20191,847,10,21881,20083
-870,6369,833,1,-995,13255
3602,13492,715,15,9461,4100
28317,11491,728,2,-9498,3145
28969,8576,720,1,-9411,-4168
27181,6185,723,3,-3529,4274
4718,20013,826,10,1102,7081
28314,-421,829,2,2739,-9723
12329,21978,842,10,7846,17882
27794,-804,733,10,-11031,3211
-9598,9782,742,12,-9598,9782
-1270,9545,727,11,1030,18759
21642,4655,725,2,7037,21543
11551,-3339,841,2,3020,17956
19347,19558,842,2,20350,20345
28953,5131,715,8,-6446,-8705
28767,2918,737,4,-3346,-8813
19392,2885,727,1,4845,19348
27909,12865,714,2,-89,-12659
7359,6896,748,10,7230,20097
28734,11503,747,2,-9469,-821
-4016,15326,844,8,-5351,684
11053,21151,708,9,12424,22483
11679,23659,748,13,7392,20602
13487,24392,830,11,547,6417
13998,-7581,704,5,-2939,-1358
25552,7005,735,2,2179,17369
10528,20401,717,9,12174,22161
26993,11097,746,0,578,10423
12653,20198,722,8,14971,22570
-748,-12179,744,11,-10905,2512
6472,19594,741,9,9050,22281
5868,21965,837,8,1034,17488
25341,-426,710,10,-6338,2021
-9165,-1951,748,12,-9165,-1951
29085,6615,730,3,-10149,798
24601,-6115,707,5,6195,-14182
6106,23912,727,15,-651,16654
28064,12846,726,2,-1783,-10864
13977,25953,833,12,3734,-13478
8957,4566,734,6,5126,17739
28155,6429,743,2,-1184,20713
28568,-182,825,2,3520,-11141
27527,3501,720,8,-6544,699
305,20016,846,4,-4833,3607
19991,22290,834,14,14263,20739
3469,12617,732,9,5825,20225
18458,-2025,848,2,2678,12213
20853,22912,849,13,3204,19446
23985,-4175,738,6,-7574,4800
27225,3309,724,3,-6624,12186
25851,-4249,835,2,-6396,1044
23189,2100,739,1,1272,17450
27403,216,742,8,-8976,5929
12476,477,716,12,9175,1160
20056,18701,837,3,20056,18701
10666,-13433,718,7,-8110,-3815
27198,-2400,739,10,-9661,-407
211,13429,747,14,356,9397
3009,3508,706,5,-70,13657
27855,3864,707,8,-6761,-3329
11842,-14643,725,7,-9301,-4785
8712,18526,729,6,12402,22799
10119,19858,726,6,13305,22839
374,5183,735,9,-98,15877
14970,25806,832,12,-5651,-6425
-3818,16396,831,4,-3073,-3667
4601,15728,737,7,5548,18332
11983,-1925,725,6,1286,18127
13661,20813,743,8,15929,22602
28840,5797,738,1,-9391,6153
27797,11517,730,0,-6138,11169
28333,-850,748,10,-9527,-3337
15451,-6305,830,2,-1297,15390
10644,21723,707,12,11101,22164
18149,22106,842,9,13494,19668
9778,18076,703,4,12114,22211
20741,20761,829,6,20149,20496
16689,25210,840,14,-5517,-5711
15911,24248,826,12,912,11210
25027,7736,719,8,8338,1598
2150,-9794,741,5,-8516,4892
13813,23490,716,15,12046,22618
24484,-1639,712,4,-7613,9484
7669,19531,826,10,4758,10566
9123,21244,834,6,3975,12505
2405,19829,827,6,459,856
9249,19727,704,5,10472,21570
9510,-10867,729,5,-8440,4701
18921,1839,736,4,2857,11665
16922,659,831,1,13136,932
4944,-2085,706,7,-2092,6559
29002,5437,714,4,1083,-13499
29006,5973,728,8,-4211,-9150
12550,16394,729,0,15660,22571
20803,20306,833,1,20972,20398
25289,-3461,739,10,-8668,4528
18933,-6105,718,9,-1717,-2447
-8591,-3711,736,12,-8591,-3711
2094,23238,730,13,-5265,12158
-6486,15699,744,14,-7882,9429
28345,6254,709,8,770,-10314
28987,3974,714,10,1083,-13499
9151,13755,841,10,12184,5759
17554,24105,845,7,3447,19923
18124,23826,838,14,2560,16206
16699,22856,837,5,9098,17666
23115,125,849,0,2797,12586
4414,23053,718,13,-1335,15891
21454,19644,846,2,22005,19973
18592,23878,841,12,5795,21763
620,22118,721,13,-5424,9508
25483,-2684,716,6,-9533,4376
-2891,8821,741,12,-2891,8821
17525,-7672,849,2,-2118,16185
28285,7910,717,1,-6825,-76
12424,25216,829,7,474,-2195
-1770,23881,736,13,-8317,-4238
24909,3184,847,0,6111,6455
28292,3705,723,4,-4851,-5431
-9089,-1666,732,12,-11232,7069
9144,21403,824,7,15762,-340
16951,21369,849,6,14398,19889
-2365,22859,724,15,-8145,-748
-1957,-9383,707,14,-1957,-9383
27657,11987,704,2,-5117,-5566
29685,2381,829,0,-3433,-8871
11272,21564,713,12,11681,21992
14291,836,709,10,1763,14959
17879,23666,825,13,7834,1781
-1108,-4001,747,9,-5488,13736
19686,-9331,710,11,423,-10312
8906,23166,729,13,5191,19769
898,18106,825,10,1085,-186
21010,20367,830,3,21010,20367
18100,21772,828,7,13694,18392
-11383,854,704,15,18422,-11103
28361,3931,740,3,-8178,6309
20160,19682,841,2,21023,20232
28369,10842,706,1,7513,-15236
13089,20963,731,6,15180,22649
11577,18938,725,3,14571,22648
19753,-4618,711,8,-3413,18249
6179,25873,748,15,-7129,12246
18822,-11274,728,9,-9894,-1748
-571,18827,705,13,-1991,6052
-632,16520,736,12,-632,16520
26532,11434,744,2,5335,5140
632,-8380,832,3,632,-8380
-7169,4456,732,5,-2745,20500
29018,1258,727,10,-9991,-5811
19324,20937,837,4,18616,20552
21738,19402,827,15,21408,17543
19117,23536,841,7,11829,23606
26981,-404,827,2,2530,-5687
24401,-5486,745,6,-9454,7005
4341,23511,842,10,-5533,7916
-11,635,838,1,-2678,8575
5956,21472,747,14,4698,20011
14249,143,830,3,14249,143
27123,-3495,736,10,-11627,1142
9469,3149,731,10,5019,19360
27485,-280,738,8,-9971,6378
-1877,5050,719,12,-3057,9678
-2136,17664,835,4,-3441,-784
10261,19912,827,4,7782,15816
3133,375,742,7,-543,6701
6065,-3708,848,2,4378,21554
581,25086,736,15,-8571,-3273
19651,23020,831,13,6232,15522
15403,24917,830,7,-1297,15390
8704,23392,736,13,3362,17581
26534,7469,705,8,7678,-4735
12513,-2823,847,2,3514,17481
-5280,1528,832,3,-5280,1528
2796,-10542,731,7,-9455,5719
19010,24284,835,13,-2336,-8441
235,12819,828,8,1119,3377
12894,22252,745,5,13929,22830
14140,25040,838,7,-2176,3284
18267,22454,845,7,11217,18741
27847,-363,730,10,-10587,1422
15647,19744,736,7,15773,20121
14280,-675,728,7,5593,2263
8171,19573,746,7,9288,20948
28872,8336,717,3,-2810,-10134
28976,6350,715,10,11028,-14184
27205,12418,703,0,-4693,185
8058,-3735,704,14,8058,-3735
27555,13831,722,0,1328,-12065
28393,11653,743,0,-9030,7771
16094,23002,825,14,8366,7867
9772,18562,742,8,13549,22779
1092,-9354,725,12,-5692,-4096
13767,25040,831,7,-2167,4231
28373,9774,706,3,7850,-12737
20925,6369,745,2,8880,20186
11774,12481,842,2,13477,19475
-2,19753,849,8,-5224,9405
23158,-7963,708,11,5348,-13786
12630,25935,833,7,-2074,-6981
-5339,7255,846,3,-5339,7255
8014,20641,830,8,5136,17364
24457,6239,731,1,2359,13102
11635,12862,825,0,14358,20482
19113,-881,706,10,-1628,10864
-1589,7907,735,14,390,3304
17383,8332,717,3,8676,16039
13275,18491,841,3,13275,18491
1276,-6873,720,9,-6315,14556
19062,-7232,728,4,-3168,20025
15467,-8173,728,6,-3754,18737
19855,22313,849,14,11782,19164
27888,12968,715,2,-130,-12887
26993,-1599,745,4,-9950,6051
28553,3044,742,3,-9104,9471
22450,-2420,737,4,-4341,10737
27237,5780,711,1,-6417,8388
27379,-2308,736,6,-8256,-4655
27121,5682,739,1,-3239,8480
10925,11966,739,1,12135,21505
11630,-7647,709,9,-5643,4988
17492,17960,708,6,16807,18935
6704,-12880,743,9,-10072,5050
12301,25458,844,9,-4553,1856
4799,24333,737,14,2889,23195
7106,22448,848,3,7106,22448
20479,21080,833,14,17555,19195
11561,22879,827,7,9584,1021
14645,24020,837,7,2221,7622
19512,-2411,831,2,1029,9437
27873,8108,737,2,-2984,15786
-5224,21691,729,13,-10235,-2346
1976,-10169,835,1,-7056,-1176
29216,7520,736,1,-8591,-3711
26751,9964,709,1,5760,-2668
65,15733,745,7,2272,19529
13739,22262,726,7,14495,22724
13526,18991,706,7,13691,19844
8719,-7241,714,9,-5732,8328
27098,1803,720,3,-6795,14876
12413,25606,841,5,-2714,-4064
2612,21803,748,14,643,19563
8103,-1288,704,14,8103,-1288
-4569,13697,746,12,-4569,13697
19288,16859,827,0,19449,18646
24836,5710,704,10,8103,-1288
15082,23601,736,15,12779,22680
28577,5627,730,3,-9038,5500
28963,4991,723,8,-6986,-7430
6164,16716,844,4,5229,7744
15043,25460,828,14,3487,-10109
29159,2653,736,8,-9322,-5121
27487,8283,718,0,-1180,20733
16152,22347,824,9,10950,18016
15610,25667,837,14,1543,-11868
17888,17537,703,1,16568,18930
11018,-6235,717,7,-1197,143
8154,12966,827,1,8367,15613
18069,23578,831,14,5577,17155
10552,21699,705,14,10552,21699
21644,20802,826,5,20763,20437
3644,26542,741,15,-11925,6270
